SpeciesID	sample_1
Streptococcus_pneumoniae	0
Xanthomonas_vasicola	0
Vibrio_cholerae	0.00229474238879708
Vibrio_anguillarum	0
Klebsiella_A_grimontii	0.00363873069420507
Lacticaseibacillus_paracasei	0.0136316949934298
Salmonella_enterica	0
SCGC-AAA471-B05_sp000380705	0
Staphylococcus_epidermidis	0
Bacillus_velezensis	0.000302128579618039
Brachyspira_aalborgi	0.000601242496877569
Bacteroides_faecis	0
Eubacterium_F_sp003491505	0.000199397976724491
Akkermansia_muciniphila	0
Blautia_A_sp000436615	0
Phocaeicola_sp900554435	0.00201065378343071
Streptococcus_suis_F	0
Clostridioides_difficile	0.00233309845414226
Enterocloster_bolteae	0
Helicobacter_pylori_BU	0
Cutibacterium_acnes	0
Mycobacterium_abscessus	0
Klebsiella_pneumoniae	0
Prochlorococcus_A_sp000635495	0
Prochlorococcus_A_sp001989455	0.00121706904905632
Geobacillus_thermoleovorans	0
Mycobacterium_tuberculosis	0
Bifidobacterium_thermophilum	0
AcAMD-5_sp002293025	0.000412344950905696
Clostridium_F_botulinum	0.00927773563153493
Vibrio_parahaemolyticus	0.0036649069256655
Bacillus_intestinalis	0.00274476201731469
Pseudomonas_E_amygdali	0
Citrobacter_B_koseri	0.00130635631991012
Escherichia_flexneri	0.00128710626496679
Thiomonas_arsenitoxydans	0
Phascolarctobacterium_faecium	0
UBA9973_sp000989515	0.00314927440318796
GWA1-44-29_sp001001285	0.00317845191834614
GWA2-43-13_sp000999025	0
GWA1-44-25_sp001780725	0
UBA10133_sp003531665	0.00022506833212848
Intestinibacter_bartlettii	0
Methylobacterium_fujisawaense	0.000340828474747464
Caulobacter_rhizosphaerae	0
Mycobacterium_fortuitum	0
Xanthomonas_citri	0
Thermodesulfobacterium_commune	0
Vulcanisaeta_sp001516765	0
Bifidobacterium_longum	0
Methanothrix_A_sp001602645	0
Fermentibacter_daniensis	0
Geobacillus_stearothermophilus	0
Alteromonas_abrolhosensis	0
MED-G52_sp001627375	0
Ligilactobacillus_aviarius_B	0.000726645781244001
Bacillus_subtilis	0
Campylobacter_fetus	0
Paramuribaculum_sp001701115	0
Devosia_sp001899045	0
Tahibacter_sp001725155	0.00164899600327098
Campylobacter_D_jejuni	0.00337497104091279
UBA9655_sp001767835	0
GWE2-42-39_sp003506435	0.000551040647643311
Hydrogenophaga_sp003509765	0
UBA12044_sp000989675	0.00303334738276731
GWB1-41-6_sp000997355	0
UBA9936_sp001774105	0.00114048705343885
GWC1-40-35_sp001775095	0
GWB1-36-5_sp001776785	0
UBA9644_sp003519445	0
2-01-FULL-46-14_sp001777515	0.0113405704491782
2-01-FULL-46-13_sp001778905	0.00236995023129723
UBA12049_sp001784155	0.0013373569262371
C7867-001_sp001783465	0.000304348391276354
2-02-FULL-37-13_sp001782195	0
2-12-FULL-55-11_sp001787585	0
UBA12472_sp003487265	0.000537261825430802
WO2-54-10_sp001820725	0.00209353947320446
C7867-006_sp001825395	0
2-12-FULL-39-13_sp001824485	0
UBA10102_sp001825035	0
Scalindua_sp001828595	0.00352613001756787
UBA8525_sp002839335	0
UBA5619_sp001830835	0.0011257933571847
Streptococcus_iniae	0
Huberarchaeum_crystalense	0
Tepidanaerobacter_syntrophicus	0.00346841446060315
