SpeciesID	sample_1
Corynebacterium_jeikeium	0
Chlamydia_muridarum	0.00198869076246919
Xylella_fastidiosa	0
Streptococcus_pyogenes	0
Neisseria_gonorrhoeae	0.00381607023188513
Caulobacter_vibrioides	0
Caldanaerobacter_subterraneus	0
Streptococcus_mutans	0
Tropheryma_whipplei	0.000244240767978273
Chromobacterium_violaceum	0.00154663391616146
Coxiella_burnetii	0.000207566987353522
Rickettsia_typhi	0
Mesoplasma_florum	0
Methylococcus_capsulatus	0
Legionella_pneumophila	0
Helicobacter_pylori	0
Deinococcus_radiodurans	0.000656121465215189
Aquifex_aeolicus	0.000238611364435727
Borreliella_burgdorferi	0.000879533528003072
Chlamydia_trachomatis	0
Helicobacter_acinonychis	0.00077457922089887
Yersinia_enterocolitica	0
Symbiobacterium_thermophilum	0
Gemmatimonas_aurantiaca	0
Porphyromonas_gingivalis	0.00137932923987627
Deferribacter_desulfuricans	0.000841852535802397
Corynebacterium_efficiens	0.00103481183034541
Gloeobacter_violaceus	0
Gluconobacter_oxydans	0
Aliivibrio_fischeri	0
Lactobacillus_acidophilus	0
Psychrobacter_arcticus	0
Rickettsia_bellii	0.00157739329449154
Thermobifida_fusca	0
Ehrlichia_canis	0.00317114287683951
Nitrobacter_winogradskyi	0.00147521758802588
Nitrosococcus_oceani	0.00204112395131039
Geobacter_metallireducens	0.000594602493004396
Sulfurimonas_denitrificans	0
Hahella_chejuensis	0
Salinibacter_ruber	0
Rhodospirillum_rubrum	0.00367547081189683
Moorella_thermoacetica	0
Anaplasma_phagocytophilum	0
Ehrlichia_chaffeensis	0
Neorickettsia_sennetsu	0
Paraburkholderia_xenovorans	0
Saccharophagus_degradans	0
Shewanella_denitrificans	0.000718730720733795
Nitrobacter_hamburgensis	0.00277955245057284
Sphingopyxis_alaskensis	0.00100819571462966
Roseobacter_denitrificans	0
Cytophaga_hutchinsonii	0.00151568944389756
Granulibacter_bethesdensis	0
Rickettsia_canadensis	0.000606458595232518
Oenococcus_oeni	0.000295494730707184
Syntrophomonas_wolfei	0.000357760302283271
Alkalilimnicola_ehrlichii	0.00195814001922656
Magnetococcus_marinus	0.00242389779720253
Shewanella_piezotolerans	0.00635230229572762
Syntrophobacter_fumaroxidans	0
Acidothermus_cellulolyticus	0.000681389911111691
Shewanella_amazonensis	0.000725927878636086
Psychromonas_ingrahamii	0
Dichelobacter_nodosus	0.000475838886566449
Bartonella_bacilliformis	0.000251305699984618
Polaromonas_naphthalenivorans	0.00435340002761795
Verminephrobacter_eiseniae	0
Halorhodospira_halophila	0
Hungateiclostridium_thermocellum	0
Desulfotomaculum_reducens	0.00128291714353825
Polynucleobacter_asymbioticus	0
Flavobacterium_johnsoniae	0.00303056778167552
Thermosipho_melanesiensis	0
Phenylobacterium_zucineum	0
Kineococcus_radiotolerans	0.00145342900079549
Parvibaculum_lavamentivorans	0.00123924108372725
Roseiflexus_castenholzii	0.00530458125687444
Shewanella_sediminis	0
Acaryochloris_marina	0.00325239883291578
Dinoroseobacter_shibae	0
Rickettsia_akari	0
Shewanella_pealeana	0.00295640848148866
Lachnoclostridium_phytofermentans	0
Acholeplasma_laidlawii	0.000188601342368268
Renibacterium_salmoninarum	0.000851116272870503
Shewanella_halifaxensis	0
Cellvibrio_japonicus	0.0120993913388865
Ureaplasma_parvum	0
Histophilus_somni	0
Shewanella_woodyi	0
Xanthomonas_oryzae	0
Methylacidiphilum_infernorum	0
Leptothrix_cholodnii	0
Beijerinckia_indica	0
Opitutus_terrae	0.00472702053066003
Natranaerobius_thermophilus	0
Nostoc_punctiforme	0.00755713330059574
Paraburkholderia_phymatum	0
Elusimicrobium_minutum	0.00511939931318863
Chlorobium_limicola	0
Halothermothrix_orenii	0.000252118883742163
Chloroherpeton_thalassium	0.0011057079041689
Deinococcus_deserti	0.00182671552910772
Coprothermobacter_proteolyticus	0
Dictyoglomus_thermophilum	0.00148066308454338
Laribacter_hongkongensis	0
Thermosipho_africanus	0.000277003830170726
Gluconacetobacter_diazotrophicus	0.0020913156137413
Sulfurihydrogenibium_azorense	0
Thermomicrobium_roseum	0
Nautilia_profundicola	0
Methylocella_silvestris	0
Glaesserella_parasuis	0
Chloroflexus_aggregans	0
Ruminiclostridium_cellulolyticum	0
Methylobacterium_nodulans	0
Neorickettsia_risticii	0.00156865517415097
Acidobacterium_capsulatum	0.0196236186095914
Bartonella_grahamii	0
Corynebacterium_aurimucosum	0
Tolumonas_auensis	0.000850952083182827
Beutenbergia_cavernae	0.00452695303203081
Dyadobacter_fermentans	0
Corynebacterium_kroppenstedtii	0.000139135281417158
Desulfomicrobium_baculatum	0
Actinosynnema_mirum	0
Acidimicrobium_ferrooxidans	0
Brachybacterium_faecium	0.00837578084359319
Methylotenera_mobilis	0
Hirschia_baltica	0
Saccharomonospora_viridis	0.00173868508141044
Slackia_heliotrinireducens	0.00612006482438305
Leptotrichia_buccalis	0.00088149219897801
Chitinophaga_pinensis	0.0123477183338872
Catenulispora_acidiphila	0
Jonesia_denitrificans	0
Kangiella_koreensis	0
Anaerococcus_prevotii	0
Robiginitalea_biformata	0
Desulfofarcimen_acetoxidans	0
Alicyclobacillus_acidocaldarius	0
Desulfohalobium_retbaense	0
Kribbella_flavida	0.00964102168032929
Nakamurella_multipartita	0
Sebaldella_termitidis	0.000835430898295015
Meiothermus_ruber	0
Stackebrandtia_nassauensis	0.000486296055925111
Streptobacillus_moniliformis	0
Ammonifex_degensii	0.0142508631953972
Nitrosococcus_halophilus	0.00110956677240545
Gordonia_bronchialis	0
Haliangium_ochraceum	0.00291173194423468
Rhodothermus_marinus	0
Sulfurospirillum_deleyianum	0
Thermanaerovibrio_acidaminovorans	0.00101980750517926
Sanguibacter_keddieii	0
