SpeciesID	sample_1
Corynebacterium_jeikeium	0
Chlamydia_muridarum	0.00100332348268949
Xylella_fastidiosa	0
Streptococcus_pyogenes	0
Neisseria_gonorrhoeae	0.00617593773531875
Caulobacter_vibrioides	0.000592322343295558
Caldanaerobacter_subterraneus	0.00162337875457635
Streptococcus_mutans	0.000731485250611967
Tropheryma_whipplei	0.00177449634113002
Chromobacterium_violaceum	0
Coxiella_burnetii	0.00962778556365282
Rickettsia_typhi	0
Mesoplasma_florum	0
Methylococcus_capsulatus	0
Legionella_pneumophila	0
Helicobacter_pylori	0.00209958531886899
Deinococcus_radiodurans	0.00287375545970281
Aquifex_aeolicus	0.00148823468346392
Borreliella_burgdorferi	0
Chlamydia_trachomatis	0.00178557683324325
Helicobacter_acinonychis	0.00273564935507399
Yersinia_enterocolitica	0.000362725697340844
Symbiobacterium_thermophilum	0
Gemmatimonas_aurantiaca	0.00293163441471048
Porphyromonas_gingivalis	0.00210824742719184
Deferribacter_desulfuricans	0
Corynebacterium_efficiens	0
Gloeobacter_violaceus	0.00124456036628603
Gluconobacter_oxydans	0
Aliivibrio_fischeri	0.00212806681635495
Lactobacillus_acidophilus	0.00237646961699327
Psychrobacter_arcticus	0
Rickettsia_bellii	0
Thermobifida_fusca	0
Ehrlichia_canis	0
Nitrobacter_winogradskyi	0.00123583036161466
Nitrosococcus_oceani	0.00221482204213856
Geobacter_metallireducens	0.000618887377016292
Sulfurimonas_denitrificans	0
Hahella_chejuensis	0
Salinibacter_ruber	0.00794662042998866
Rhodospirillum_rubrum	0
Moorella_thermoacetica	0
Anaplasma_phagocytophilum	0.00253464304636657
Ehrlichia_chaffeensis	0.00675817714178678
Neorickettsia_sennetsu	0
Paraburkholderia_xenovorans	0
Saccharophagus_degradans	0
Shewanella_denitrificans	0
Nitrobacter_hamburgensis	0.000245571831068384
Sphingopyxis_alaskensis	0
Roseobacter_denitrificans	0
Cytophaga_hutchinsonii	0.00125626935049388
Granulibacter_bethesdensis	0
Rickettsia_canadensis	0.00345789038293422
Oenococcus_oeni	0
Syntrophomonas_wolfei	0.00307334746031209
Alkalilimnicola_ehrlichii	0
Magnetococcus_marinus	0.00106491133799343
Shewanella_piezotolerans	0
Syntrophobacter_fumaroxidans	0
Acidothermus_cellulolyticus	0.00270297488101018
Shewanella_amazonensis	0
Psychromonas_ingrahamii	0
Dichelobacter_nodosus	0.00479239748804575
Bartonella_bacilliformis	0.000721946051076047
Polaromonas_naphthalenivorans	0.000254412215947451
Verminephrobacter_eiseniae	0
Halorhodospira_halophila	0
Hungateiclostridium_thermocellum	0
Desulfotomaculum_reducens	0
Polynucleobacter_asymbioticus	0.00392377489937355
Flavobacterium_johnsoniae	0.00891580317357888
Thermosipho_melanesiensis	0.00337877533243974
Phenylobacterium_zucineum	0.000891991651101815
Kineococcus_radiotolerans	0
Parvibaculum_lavamentivorans	0
Roseiflexus_castenholzii	0.000541587248049884
Shewanella_sediminis	0.00186114851526525
Acaryochloris_marina	0.0133713203817795
Dinoroseobacter_shibae	0
Rickettsia_akari	0
Shewanella_pealeana	0.00136568769769992
Lachnoclostridium_phytofermentans	0.000897611834157045
Acholeplasma_laidlawii	0.00744800983859269
Renibacterium_salmoninarum	0.00762969879999055
Shewanella_halifaxensis	0
Cellvibrio_japonicus	0.000519526312372412
Ureaplasma_parvum	0.00731401020606564
Histophilus_somni	0.00142051020243549
Shewanella_woodyi	0.00207467002488851
Xanthomonas_oryzae	0.00185991404342805
Methylacidiphilum_infernorum	0
Leptothrix_cholodnii	0.00179216179707489
Beijerinckia_indica	0
Opitutus_terrae	0
Natranaerobius_thermophilus	0
Nostoc_punctiforme	0
Paraburkholderia_phymatum	0
Elusimicrobium_minutum	0
Chlorobium_limicola	0
Halothermothrix_orenii	0.00185648381188328
Chloroherpeton_thalassium	0
Deinococcus_deserti	0
Coprothermobacter_proteolyticus	0
Dictyoglomus_thermophilum	0
Laribacter_hongkongensis	0
Thermosipho_africanus	0.00240175361730645
Gluconacetobacter_diazotrophicus	0.00265125637385256
Sulfurihydrogenibium_azorense	0
Thermomicrobium_roseum	0.000992083472211274
Nautilia_profundicola	0
Methylocella_silvestris	0
Glaesserella_parasuis	0
Chloroflexus_aggregans	0
Ruminiclostridium_cellulolyticum	0
Methylobacterium_nodulans	0
Neorickettsia_risticii	0
Acidobacterium_capsulatum	0
Bartonella_grahamii	0.00109905148429912
Corynebacterium_aurimucosum	0
Tolumonas_auensis	0.000480278512063134
Beutenbergia_cavernae	0.000262410904878962
Dyadobacter_fermentans	0
Corynebacterium_kroppenstedtii	0.00160337942909464
Desulfomicrobium_baculatum	0.00390192964586097
Actinosynnema_mirum	0
Acidimicrobium_ferrooxidans	0.00211595182477779
Brachybacterium_faecium	0
Methylotenera_mobilis	0
Hirschia_baltica	0.00159916049019157
Saccharomonospora_viridis	0.000753724457462132
Slackia_heliotrinireducens	0.00139181509249274
Leptotrichia_buccalis	0.000478233449111732
Chitinophaga_pinensis	0
Catenulispora_acidiphila	0.00294716645003558
Jonesia_denitrificans	0.00202536991985474
Kangiella_koreensis	0.0137897225895751
Anaerococcus_prevotii	0.00843396829147812
Robiginitalea_biformata	0
Desulfofarcimen_acetoxidans	0
Alicyclobacillus_acidocaldarius	0.00116116294074987
Desulfohalobium_retbaense	0
Kribbella_flavida	0.000926311501086215
Nakamurella_multipartita	0.0010500226405715
Sebaldella_termitidis	0.000400845103538455
Meiothermus_ruber	0.000936358887346439
Stackebrandtia_nassauensis	0
Streptobacillus_moniliformis	0.00218043993994903
Ammonifex_degensii	0.00953513052027748
Nitrosococcus_halophilus	0
Gordonia_bronchialis	0
Haliangium_ochraceum	0
Rhodothermus_marinus	0.00248123911670988
Sulfurospirillum_deleyianum	0.00121345365059806
Thermanaerovibrio_acidaminovorans	0.000411775194890125
Sanguibacter_keddieii	0
Veillonella_parvula	0
Xylanimonas_cellulosilytica	0.0243792299893674
Thermobaculum_terrenum	0
Mageeibacillus_indolicus	0.0065383244934761
