SpeciesID	sample_1
Haloferax_volcanii	0
Methanocaldococcus_A_villosus	0
Geoglobus_ahangari	0.000275684472776967
Haloferax_sp001469875	0.00260913676518325
B29-G17_sp003649145	0.000356550748439804
Bog-38_sp003162175	0.000352165040798369
Cuniculiplasma_divulgatum	0.00233886024840721
EX4572-44_sp002254825	0.00128270719335729
GW2011-AR13_sp9966u	0
Methanobrevibacter_A_sp900319985	0
Methanosarcina_mazei	0.00183268052696504
Methanothrix_sp002067755	0.000303413676779333
MGIIa-L1_sp002697705	0.00344605599945907
MGIIb-O1_sp002498725	1.65353885742579e-05
MGIIb-O3_sp001629255	0.000295061697361722
MGIIb-O5_sp002501805	0
Natrarchaeobius_swarupiae	0
Saccharolobus_islandicus	0.000236097934118228
Thermococcus_onnurineus	0
UBA12382_sp002503845	0.00065972300822531
UBA7939_sp014237145	0
UBA93_sp002792915	0.00014202637193791
VYCS01_sp009843815	0.00332366034282621
Shewanella_woodyi	0
Tsukamurella_paurometabola	0
Collinsella_intestinalis	0.000266164315351984
Stenotrophomonas_maltophilia_AJ	0.00137737861359424
Streptococcus_infantis	0.000531145871650798
Streptococcus_sanguinis	0.00080840948816792
Afipia_broomeae	0.00270457232108381
Bifidobacterium_thermophilum	0.00222334710762287
Rhizobium_altiplani	0.000693352183567266
Thioalkalivibrio_sp000377405	0
Klebsiella_variicola	0.00166145049964382
Corynebacterium_callunae	0.00171852321045378
Dorea_formicigenerans	0
Sphingobium_lucknowense	0.00314306729235638
Mycoavidus_cysteinexigens	0.000265497405788759
Chthonomonas_calidirosea	0.000873495014911597
Phocaeicola_abscessus	0.00130620586158634
Pseudomonas_E_putida_M	0.00113498381299447
Mesorhizobium_ciceri	0.00184248817016729
Methylomonas_sp000515215	5.74013657688245e-05
Streptococcus_anginosus_C	0.00193892709313531
Xanthobacter_sp000702385	0.00175799046430781
Youhaiella_sp000689495	0.000529564109476752
Kitasatospora_purpeofusca	0.00547433513639881
Sphingomonas_aerolata	0
Vibrio_mediterranei	0.000925534514370086
Serratia_grimesii	0.000799290765718815
Cellulophaga_baltica	0.00948483009580586
Porphyromonas_crevioricanis	0
Streptacidiphilus_jiangxiensis	0
Parvimonas_micra	0.000599714485993951
Bacillus_vallismortis	0.0032434150801207
Frankia_coriariae	0
Oblitimonas_alkaliphila	0.00121489394677613
Streptomyces_caelestis_A	0
Idiomarina_zobellii	0.00430911990876544
Sphingomonas_sp001421965	0.00806060729861765
Methylobacterium_sp001423295	0
Pseudarthrobacter_sp001424565	0.0017322094434111
Microbacterium_maritypicum	0.00398584776497473
Priestia_megaterium	0
Lysobacter_enzymogenes_B	0
Achromobacter_xylosoxidans	0.00219134025077225
Burkholderia_diffusa	0.00205827807266927
Blastomonas_delafieldii_A	0.0012577648211686
Kocuria_turfanensis	0.000724122938425857
Pseudomonas_citronellolis	0.0019858062923544
Marinomonas_gallaica	0.00190400406329434
Enterococcus_B_hirae	0.00295449675262542
Eikenella_exigua	0
Mycobacterium_flavescens	0
Mycobacterium_sp001666755	0.00599814560643555
Pseudomonas_F_otitidis	0.00622342285085809
Staphylococcus_haemolyticus	0
Anaerococcus_obesiensis	0.000490668354835425
Streptococcus_sp001556435	0
Rothia_dentocariosa	0.00118754461027748
Enterococcus_B_lactis	0
Flavobacterium_crassostreae	0
Streptococcus_salivarius	0.000606412761797862
Bacillus_P_idriensis	0
Staphylococcus_lugdunensis	0.00178754430635664
Pseudonocardia_sp001420995	0.00399896821307744
Brevirhabdus_pacifica	0.00034070386553408
Prochlorococcus_A_sp001989455	0.000187265016837508
Campylobacter_sp002139915	0
Streptomyces_griseoluteus	0.00357270242303941
UBA3382_sp002159555	2.39921694216114e-05
Cellulomonas_uda	0.00315535929707809
Lampropedia_sp002285285	0.0022410555711044
Serratia_ureilytica	0.00136633231533647
Thauera_A_hydrothermalis	0.0023970459884624
Komagataeibacter_maltaceti	0.000160711725356858
Spiroplasma_citri	0.000348466995792467
Bacillus_pumilus	0.00284867695209194
Staphylococcus_felis	0.000222918415975021
Bacillus_A_mycoides	0
Azospirillum_sp003116065	0.00103622443115736
Pseudomonas_E_prosekii	0
Pseudomonas_delhiensis	0
Ruminococcus_D_bicirculans	0.00119826973995332
Ruminococcus_E_bromii_B	0.000444209262630809
Blautia_A_sp003471165	0.00202714318684365
Faecalibacterium_prausnitzii_D	0.000139536480303752
Blautia_A_sp003480185	0.00189360721392502
Streptomyces_griseorubiginosus	0.0161276576846554
Rhodococcus_B_sp000813105	0.000699026555370122
Massilia_aurea_A	0
Rathayibacter_festucae	0.00274469760242097
Pseudomonas_E_sp003852235	0.00172413089971337
Sphingomonas_paucimobilis	0.000437605985836989
Corallococcus_exiguus	0.0245170099274019
Paenibacillus_lautus	0.00426631722394747
Hepatobacter_penaei	0.000181953254039828
Saccharomonospora_endophytica	0.00417078536715977
Robertmurraya_siralis	0
Sellimonas_sp002161525	0.00858242361583117
Oceanitalea_sp006349365	0.00150919152261037
Pseudomonas_E_sp007828215	0.00114874453280407
Methylobacterium_sp001422375	0.00915709008793281
Enterococcus_A_avium	0.000375760098827047
Comamonas_thiooxydans	0
Akkermansia_sp004167605	0.00152840903996109
Ochrobactrum_intermedium	0
Streptomyces_griseus	0
Bifidobacterium_commune	0.000880406773398049
Microbacterium_enclense	0.00253530558372858
Paenibacillus_jilunlii	0.00424715342508114
Pseudomonas_E_migulae	0
Streptomyces_yunnanensis	0.00305617254359591
Streptomyces_aquilus	0.0100047873815044
Variovorax_sp900106655	0.00084369638137633
Serratia_marcescens	0.00110388195986731
Burkholderia_stabilis	0.0103388582048453
Vibrio_coralliirubri	0.00416202907588093
Pseudomonas_E_wadenswilerensis	0.0066292354753266
Clostridium_P_ventriculi	0.000897833049429433
Amedibacillus_dolichus	0.000530172127909138
13-2-20CM-66-19_sp001914695	0.00164063964392973
2-01-FULL-43-38_sp000997105	0
2-01-FULL-46-14_sp001777515	0.000499921406058419
2-02-FULL-50-16_sp001798715	0.00113296657678071
2-12-FULL-35-15_sp903870175	0.00143707081367304
Acidaminococcus_provencensis	0.00031624871045683
Acidocella_sp003164135	0
Acinetobacter_baumannii	0.00456814916680685
Acinetobacter_indicus	0.000984550917908782
Acinetobacter_lactucae	0.000299849615447158
Acinetobacter_mesopotamicus	0.000946987152895783
Acinetobacter_nosocomialis	0.00181576738521557
Acinetobacter_pittii	0.000257992422126797
Acinetobacter_sp002018365	0
Acinetobacter_ursingii	0.00135308863365919
Acinetobacter_variabilis	0
Actinomarina_sp902571385	5.58070560755471e-05
Actinotignum_schaalii	0
Aeromonas_caviae	0.00114149212496423
Aeromonas_dhakensis	0.000923329679140569
Aeromonas_salmonicida	0.00174617029236707
Aeromonas_schubertii	0.000871967982922479
Aeromonas_veronii	0
AG-339-G14_sp003282105	0.000109664615850217
AG-339-G14_sp902635045	0.000142977556929324
AG-422-B15_sp902546615	5.34713157323349e-05
Aggregatibacter_actinomycetemcomitans	0
Agrobacterium_pusense	0
Agrobacterium_sp000192635	0.00555273273129505
Agrobacterium_tumefaciens	0
Akkermansia_muciniphila	0.00049835656214699
Algibacter_lectus	0.00200723118572783
Aliarcobacter_porcinus	0.00038515957588979
Aliivibrio_fischeri	0.000947934017844139
Alistipes_timonensis	0
Allorhizobium_sp900466005	0.000878340762392903
Alteromonas_A_sp002335925	0
Anaplasma_marginale	0
Anoxybacillus_gonensis	0.00119553127166975
Apilactobacillus_kunkeei	0
Apilactobacillus_micheneri	0.001136799776086
Aquirufa_sp002479785	0
Arthrobacter_D_sp013116745	0.000533957987167761
AV133_sp003219265	0.00140660844229526
Avibacterium_paragallinarum	0
Bacillus_A_anthracis	0
Bacillus_A_bombysepticus	0.0043873064943259
Bacillus_A_cereus	0.0015187458594906
Bacillus_A_mycoides_B	0.00200178589169968
Bacillus_A_paranthracis	0.00214763381361925
Bacillus_A_pseudomycoides	0.000785632300250773
Bacillus_A_thuringiensis	0.000802162745673689
Bacillus_A_thuringiensis_S	0.00113273635191585
Bacillus_A_toyonensis	0.00275922466673009
Bacillus_A_tropicus	0.00302141539174085
Bacillus_H_rhizosphaerae	0.0128451771625854
Bacillus_licheniformis	0.00291345424495936
Bacillus_subtilis	0.00160096172767398
Bacillus_velezensis	0.00488509209034101
Bacteroides_bouchesdurhonensis	0
Bacteroides_caccae	0.00354979289256672
Bacteroides_fragilis_A	0.000806374454736501
Bacteroides_ovatus	0.00331842374210338
Bacteroides_stercoris	0
Bacteroides_uniformis	0
Bariatricus_comes	0
Bartonella_quintana	0.000955524851491889
Bifidobacterium_adolescentis	0.000824779094955068
Bifidobacterium_bifidum	0.000805533578644177
Bifidobacterium_globosum	0.0011913418028891
Bifidobacterium_longum	0
Bifidobacterium_sp002884815	0.000230098882431769
Bifidobacterium_vaginale_C	0
Blautia_A_obeum	0.00221803470615705
Blautia_A_sp000436615	0.00102500833967062
Bog-1198_sp003134045	0.00201526304659532
Bordetella_holmesii	0.000352346272278261
Bordetella_pertussis	0.00972956505174249
